Title,Sentiment
मयूर नाच जोगाउँदै युवा,positive
गाउँ आएको बाटो'मा दयाहाङको नयाँ 'लुक' ,positive
जेठदेखि छायांकनमा 'ऊनको स्वीटर',neutral
गाउँ आएको बाटो'को ट्रेलर सार्वजनिक,positive
एक्लो'मा जेमी बेकनसँगै प्रदीप खड्का,neutral
नेपाल अमेरिका अन्तर्राष्ट्रिय चलचित्र महोत्सव' हुँदै,positive
कान्सको रेड कार्पेटमा मेयर बालेन,positive
राष्ट्रिय कुङ्फुमा काठमाडौं टिम च्याम्पियन,positive
अन्तिम तयारीमा नेपाल,positive
आईपीएल-२०२४ : हैदरवादलाई हराउँदै कोलकाता च्याम्पियन,positive
कोशीमा दिवा-रात्री टी-१० क्रिकेट सोमबारदेखि,neutral
भलिबलको फ्रेन्चाइज लिगलाई केडियासँग सम्झौता,positive
दीपकको शतकमा भक्तपुर विजयी,positive
बंगबन्धु कप कबड्डीमा नेपालको जित,positive
१० औं एमेच्योर ओपन गल्फ यसै साता,neutral
रोयल कपनको दोहोरो जित,positive
दक्षिण एसियाली टेबलटेनिसमा नेपाल विजयी,positive
न्युटन कपमा ग्रिनल्यान्ड र भ्याली पब्लिक विजेता,positive
‘ग्रुप अफ डेथ’ बाट उम्किने दाउ,neutral
एफए कप जितेपछि टेन हागको भविष्य अनिश्चित,negative
आईपीएल फाइनल आज : कोलकाता र हैदराबाद भिड्दै,neutral
जर्मन कपसँगै लेभरकुजन घरमा अपराजित,positive
एमबापेको अन्तिम खेलमा पीएसजीलाई फ्रेन्च कप,neutral
भ्रामक सामग्री सम्प्रेषण गर्ने 'सिधाकुरा'लाई कारबाही गर : अख्तियार,negative
माइतीघर' अभिनेता सिपी लोहनीको निधन,negative
रुसियन दूतावास अगाडि प्रदर्शन गर्ने छ जना पक्राउ,negative
म प्रधानमन्त्री बन्छु कि भनेर केहीलाई पोल्ने गरेको छ : अध्यक्ष नेपाल,neutral
बझाङ प्रदेशसभा-१ मा एमाले उम्मेदवार दमनबहादुर भण्डारी विजयी,positive
"इलाम-२ उपनिर्वाचन : लारुम्बाको भोट पहिचानवादीलाई, कसले कति पाए ?",neutral
रुसी सेनामा भर्ती भएका नेपालीको परिवार अमरण अनशनमा बसेको आज ११ औं दिन,negative
तातो हावाको लहर अझै बढ्ने,positive
रास्वपा उम्मेदवार मिलन लिम्बूले आफ्नै वडामा पाए जम्मा ९६ मत ,negative
इलाम-२ मा एमाले उम्मेदवार सुहाङ नेम्बाङको मत १० हजार नाघ्यो,positive
इलाम-२ मा रास्वपा उम्मेदवार मिलन लिम्बू निकै पछाडि,negative
फेसनमा संस्कृति र पर्यटन,neutral
करिब १ अर्ब बचत फिर्ता माग्दै स्वर्णलक्ष्मी सहकारीपीडितले दिए उजुरी,negative
"इलाममा मतान्तर बढाँउदै एमाले, कांग्रेसलाई पछ्याउँदै पहिचानवादी",neutral
"‘फेक न्युज’ मा सर्वोच्चको ‘सो-मोटो’, अवहेलनामा मुद्दा, सोमबार सुनुवाइ",negative
विदेशी लगानीलाई सरकार र निजी क्षेत्रको संयुक्त आमन्त्रण,positive
"इलाममा एमालेको अग्रता कायमै, बझाङमा कांग्रेसले उछिन्यो",neutral
गोठाटारमा अन्सारीको हत्या गर्ने समूहका बब्लु पासवान वीरगञ्जमा पक्राउ,negative
हटडक्समा 'देवी'को वर्ल्ड प्रिमियर,positive
रित्तो गाउँ'मा विदेशिएका युवाको चित्रण,neutral
नारीका कथा उठाउने सुलक्षण,positive
सन् २०२१ आजकै दिन : महिला निर्देशकलाई अस्कर,positive
कर्णालीमा मिस नेपाल अडिसन,positive
ऐना झ्यालको पुतलीदेखि रेस्टुरेन्टसम्म,neutral
कर्णालीमा मिस नेपालको अडिसन बुधबार हुने,neutral
‘वार टु’ मा रजाटोसको इन्ट्री,neutral
बारी बेचेर एल्बम निकालेका पंगेनी,positive
रंगमञ्चमा ‘मनसरा’ निर्देशकको कविता,positive
अन्तिम समयमा अनियन्त्रित नेपाल ,negative
मोनाको हार्दा पीएसजीलाई लिग उपाधि,negative
आर्सनलमाथि सिटीको चर्को दबाब,neutral
हैदराबादमाथि चेन्नईको सहज जित,positive
प्रधानमन्त्री कप एनभीए भलिबल लिग अर्को महिना,neutral
"रोहितको प्रयास ब्यर्थ, वेस्ट इन्डिज ‘ए’ को रोमाञ्चक जित",negative
नेपालविरुद्ध वेस्ट इन्डिज ‘ए’ को मध्यम लक्ष्य,neutral
नेपालविरुद्ध वेस्ट इन्डिज ‘ए’ ले पहिले ब्याटिङ गर्दै,neutral
एस्टन भिल्लाविरुद्ध चेल्सीको बराबरी,neutral
राजस्थान प्ले-अफनजिक,positive
शशांकको सनसनी,neutral
सन् २००३ मा आजकै दिन : पाको उमेरमा एक नम्बर बने आगासी ,positive
रोहितको आक्रामक शतकमा नेपालको जित,positive
संसद्लाई ब्यारेक बनाइएको नेपाली कांग्रेसको आरोप,negative
कान्तिपुरका अध्यक्षविरुद्धको पक्राउ पुर्जी लोकतन्त्रमाथिकै प्रहार',negative
कान्तिपुरको समाचार रोक्न र ब्ल्याकमेलिङ गर्न पक्राउ पुर्जी जारी गरियो : अध्यक्ष सिरोहिया,negative
कान्तिपुरका अध्यक्ष कैलाश सिरोहियाविरुद्ध पक्राउ पुर्जी जारी,negative
राष्ट्रिय सभामा कांग्रेसको अवरोध कायमै : राष्ट्रपतिलाई धन्यवाद दिने प्रस्ताव पारित ,neutral
विपक्षी दलको नाराबाजी र अवरोधबीच राष्ट्रपतिलाई धन्यवाद दिने प्रस्ताव पारित,neutral
कांग्रेस नेताहरूमाथि लगाएका आरोप पुष्टि गर्न गृहमन्त्रीलाई सांसद पाण्डेको चुनौती,neutral
संसद्को गतिरोध अन्त्य गर्न कांग्रेसलाई अध्यक्ष ओलीको आग्रह,neutral
चारवटै सुरक्षा निकायका प्रमुख र १३ जिल्ला प्रजिअ हेटौंडामा,neutral
संसदीय छानबिन समितिको क्षेत्राधिकारबारे जुटेन कार्यदलमा सहमति,neutral
एमालेसँगको एकताबारे माधव नेपालले भने– ‘नजाने गाउँको बाटो किन सोध्नु ?’,neutral
"कार्यदलको बैठक : छानबिन समितिमा नाम किटान गर्नु नहुने सत्ता पक्षको जोड, मागबाट पछि नहट्ने कांग्रेसको अडान",neutral
संसदीय छानबिन समितिको क्षेत्राधिकार टुंगो लगाउन कार्यदलको बैठक जारी,neutral
"नेपाली समुदायबीच बेलायती प्रधानमन्त्री, सहयोगको प्रतिबद्धता ",negative
कस्तो रहनेछ आजको मौसम ?,positive
संसदीय छानबिन समितिको क्षेत्राधिकार टुंगो लगाउन कार्यदलको बैठक बस्दै,neutral
गोर्खा मिडियामा चार सहकारीको ९५ करोड ८१ लाख अपचलन,negative
प्रधानमन्त्रीलाई चौथो पटक विश्वासको मत,positive
न्यायिक पुनःसंरचना गर्न नेपाल बारको माग,neutral
संसद् अधिवेशन अन्त्य गरेर अध्यादेशबाट बजेट ल्याउने तयारी,neutral
एक्लो'मा जेमी बेकनसँगै प्रदीप खड्का,neutral
नेपाल अमेरिका अन्तर्राष्ट्रिय चलचित्र महोत्सव' हुँदै,positive
कान्सको रेड कार्पेटमा मेयर बालेन,positive
सर्वसाधरणसँगै मतदान गर्दै बलिउड कलाकार ,positive
विधि लम्साल बनिन् 'मिस नेपाल पिस २०२४',positive
प्रज्ञा कुञ्जको नाट्य उत्सव सम्पन्न,positive
रम्यता लिम्बू भन्छिन्- 'किम्फलाई नयाँ मोडमा लैजाउनुपर्नेछ',neutral
फेस्टिभल पुगेको फिल्म चल्दैन भन्ने भ्रम मात्र : दयाहाङ,neutral
"नाम, आवाज र उपनाम जोगाउन ज्याकी अदालतमा",neutral
हलिउड/बलिउडलाई नेपालमा छायांकनका लागि आकर्षित गरिने,positive
कान्स फिल्म फेस्टिभलमा सहभागी हुन मेयर शाह फ्रान्स प्रस्थान,neutral
आईपीएलमा पालो निर्णायक प्लेअफको,neutral
एटीएफ यू-१२ टिम टेनिस,neutral
नवलपुरमा लिग सुरु,neutral
प्रभात र मिस्टी उत्कृष्ट खेलाडी,positive
आर्मीका होमलाल र सुनसरीलाई म्याराथन उपाधि,positive
बुद्धिचालमा पुरुषोत्तम र कृतिसराको अग्रता,positive
"मिसन २०२६ मा पाँच खेल थपियो, खेलाडी पुगे १०२",neutral
पहिलो क्वालिफायरमा कोलकाता र हैदराबाद भिड्दै,neutral
सिटी लगातार च्याम्पियन,positive
एनसीसीएस भ्याली कप क्रिकेट हुने,neutral
मिल्स टी–२० क्रिकेट : होराइजन र वाईआरसीसीबीच उपाधि भिडन्त,neutral
राष्ट्रिय खेल सबलीकरण कार्यक्रम सम्पन्न,positive
डोको क्यारी रन'को उपाधि कार्कीलाई ,positive
वन रन अन्तर्राष्ट्रिय हाफ म्याराथनमा राजन र सुमित्रा पहिलो,positive
दीपक पहिलो र राजपुरा तेस्रोपल्ट च्याम्पियन,positive
बुन्डेसलिगामा बायरको अपराजित यात्राको कीर्तिमान,positive
सीएसकेलाई हराउँदै आरसीबी प्ले-अफमा,positive
"सरकारमा सहभागी हुने/नहुनेमा नेकपा एस अझै अनिर्णित, नेपाल पुगे बालुवाटार",neutral
बिदाइ समारोहमै नयाँ मन्त्री हुने खबर आएपछि…,neutral
जोगाउने जिम्मेवारी पाएकाबाटै व्यवस्थामाथि संकट : बाबुराम भट्टराई,negative
लुम्बिनीमा हुने भनिएको ‘लरियट्स एन्ड लिडर्स अन्तर्राष्ट्रिय चौथो शिखर सम्मेलन’ नयाँ दिल्लीमा हुने,neutral
आन्दोलनका लागि परिस्थिति झन् अनुकूल बन्दै आएको छ : अध्यक्ष लिङ्देन,positive
‘लैंगिक पूर्वाग्रह नराख्ने तथ्यांक सिर्जना गर्ने अवसर छ’,positive
१७ मन्त्रीको मन्त्रालय तोकियो [सूचीसहित],neutral
मन्त्रीहरूको शपथ ५:४५ बजे [अपडेट],neutral
एमालेबाट पौडेलद्वयबाहेक गत वर्ष दुई महिना मन्त्री बन्नेहरू नै दोहोरिने,neutral
माओवादीबाट सुदन किरातीबाहेक सबै मन्त्री दोहोरिए,neutral
नारायणकाजी श्रेष्ठलाई फेरि परराष्ट्र मन्त्रालयको जिम्मा,neutral
माओवादीबाट रेखा शर्मा पनि मन्त्रीमा दोहोरिने,neutral
"सरकारमा एमालेको नेतृत्व रघुवीर महासेठले गर्ने, उपप्रधान तथा भौतिक पूर्वाधारमन्त्री बन्दै",neutral
वर्षमान पुन अर्थमन्त्री बन्दै,neutral
यी हुन् नयाँ गठबन्धन सरकारमा रास्वपाबाट मन्त्री बन्नेहरू,neutral
रास्वपा सभापति लामिछाने उपप्रधान तथा गृहमन्त्री बन्दै,neutral
"मुख्य मन्त्रालयको करिब टुंगो लाग्यो, जसपाबाहेक तीन दलले मन्त्रीको नाम दिए आजै शपथ",neutral
रास्वपाले गृहसहित ४ मन्त्रालय पाउने,positive
प्रदेशलाई अधिकार दिन संघीय सरकार अनुदार : उपसभामुख,negative
मिटरब्याज तथा ठगीविरुद्ध संघर्ष समितिका अध्यक्षसहित १६ जना पक्राउ,negative
"कांग्रेसले भन्यो : ‘माधव नेपालसँगको छलफल सकारात्मक छ, निरन्तरता दिन्छौँ’",positive
देउवाले नेपाललाई भने- प्रधानमन्त्रीले धोका दिए सँगै मिलेर जाऔं,negative
माधव नेपाल निवास कोटेश्वर पुगे देउवा,neutral
एकीकृत समाजवादीको केन्द्रीय सचिवालय बैठक बस्दै,neutral
घाटबेंसी बस दुर्घटना [अपडेट] : मृतकको संख्या ७ पुग्यो,negative
कांग्रेसद्वारा विश्वासको मत फिर्ता लिने निर्णय,neutral
नेपाललाई फकाउँदै दाहाल र ओली,neutral
"कपिलवस्तुबाट काठमाडौं आउँदै गरेको बस त्रिशूलीमा खस्यो : ४ को मृत्यु, ३७ जनाको उद्धार",negative
‘लुम्बिनी सम्मेलन स्थगनले अन्तर्राष्ट्रिय छविमा असर’,negative
"गण्डकी र सुदूरपश्चिममा कांग्रेसको ‘क्रस फायर’, माओवादी मन्त्री बर्खास्त",negative
सन् १९७० मा आजकै दिन : ‘द बिटल्स’ को अन्तिम गीत,positive
‘केटी हराएको सूचना’ मा नाजिर र सृष्टि,neutral
सत्ता फेरबदलसँगै 'मिम' र हाँसीमजाकले भरियो सामाजिक सञ्जाल,neutral
रंगेली' निर्देशक अर्जुन-'सेन्सरमा फिल्म हेर्दा हल्ला मात्रै !,negative
कान्छीको अल्लारे जोवन'को रिमेक भर्सन,neutral
रिहानले २ दिनमै किन छाडिन् भारत ?,neutral
चैतदेखि कौशीमा 'उबुर उबुर टिक्की',neutral
द अनब्रेकेवल अगस्त्य -च्याप्टर वान' ले ब्रेक गर्न नसकेको रेकर्ड,negative
सन् १९९८ मा आजकै दिन : टाइटानिकको रेकर्ड,positive
मण्डलामा 'अन्धवेग' मञ्चन हुँदै,neutral
"ओलम्पिक खेलाडीहरुलाई गण्डकी सरकारको सम्मान, मासिक ५ हजार दिने",positive
स्पेनी लिग ‘ला लिगा’ का अध्यक्ष मेड्रानोले नेपाल भ्रमण गर्ने,positive
घरेलु मैदानमा फाइनल हार बढ्दै,negative
चर्च ब्वाइजको कठिन जित,positive
युरोपेली च्याम्पियन्स लिग : बायर्न र पीएसजी अन्तिम आठमा,positive
इटहरी गोल्डकप रात्रिकालीन हुने,neutral
लुम्बिनी कप राष्ट्रिय महिला भलिबल : उपाधिका लागि वाग्गमती र एपीएफ भिड्ने,neutral
गोतामथोकमा सपोर्टर मैत्रीपूर्ण फुटबल हुने,positive
सूर्य नेपाल च्यालेन्ज : दोस्रो दिन सदभावको अग्रता,positive
काठमाडौं जिल्ला राष्ट्रपति रनिङ सिल्ड,neutral
बाँकेमा एन्फा कम्युनिटी कोचिङ कोर्स ,neutral
कोशी प्रदेश प्रथम राष्ट्रिय टी–२० क्रिकेट : उद्घाटन खेलमा घरेलु टिम विजयी,positive
साफ यू-१६ वुमेन्स च्याम्पियनसिप : भारतलाई हराएर बंगलादेश फाइनलमा,positive
नेपाललाई पराजित गरी नेदरल्यान्ड्सलाई उपाधि,positive
फाइनलमा नेदरल्यान्ड्सलाई नेपालको चुनौतीपूर्ण लक्ष्य,neutral
फाइनलमा नेदरल्यान्ड्सविरुद्ध नेपालको पहिला ब्याटिङ,neutral
नेदरल्यान्ड्सलाई फाइनलमा जाँच्ने अवसर,neutral
इंग्लिस प्रिमियर लिग : सेफिल्डमाथि आर्सनलको कीर्तिमान,positive
एनएनआईपीए स्पोटर्स अवार्ड चैत १२ मा,neutral
भेट्रान गल्फर रामेको अग्रता,positive
"जब देशमा अप्ठ्यारो परिस्थिति आउँछ, तब कांग्रेस र एमाले एकै बिन्दुमा उभिएको विगत छ : कोइराला",neutral
महांकालको विकासका योजना संघीय बजेटमा समेटिने छन् : प्रधानमन्त्री दाहाल,positive
एमाले र कांग्रेस मिलेर सरकार चलाउने समय घर्किसक्यो : भट्टराई,neutral
"अनि भाग्यमानले भने, ‘मोक्कोन म्राङ्जी !’",neutral
एक सातामै मधेशका ३ जिल्लाका २७७ घर जले,negative
सूचनाको हक लोकतन्त्रप्रति भरोसा जगाउने उपयुक्त औजार : राष्ट्रपति,positive
"सहकारी समस्या जटिल भयो, मन्त्रिपरिषद्‌बाट योजना आउँछ : प्रधानमन्त्री",negative
प्रतिपक्षको काम समीकरण भत्काउने परम्परा नै भइसक्यो : प्रधानमन्त्री दाहाल ,negative
भारतका प्रधानन्यायाधीश पहिलोपटक नेपाल भ्रमणमा,neutral
कान्तिपुरकर्मी कार्कीलाई पितृशोक,negative
जापानी विदेशमन्त्री भोलि आउँदै,neutral
"४८ पत्रकार पुरस्कृत, कान्तिपुरकर्मी सम्मानित",positive
"कोशी, लुम्बिनी र सुदूरपश्चिम प्रदेशमा हुरीबतासको चेतावनी",negative
आयुष्नोभा बनिन् 'मिस इन्टरकन्टिनेन्टल नेपाल',positive
ट्रेन्टोमा 'ह्वील्स अन द बस'लाई अवार्ड,positive
टिकट टु हलिउड'मा सुगन्ध खोज्दै हिँड्ने कस्तूरीहरु ,neutral
सन् १९१३ मा आजकै दिन : भारतमा पहिलो फिचर फिल्म,positive
तेस्रो पटक दुबईमा गुञ्जँदै 'मंगोलियन हार्ट',positive
‘खामोसी’की मनीषा २८ वर्षपछि ‘हिरामन्डी’मा,positive
‘ननस्टप’ रजनीकान्त,neutral
हटडक्समा 'देवी'को वर्ल्ड प्रिमियर,positive
रित्तो गाउँ'मा विदेशिएका युवाको चित्रण,neutral
नारीका कथा उठाउने सुलक्षण,positive
सन् २०२१ आजकै दिन : महिला निर्देशकलाई अस्कर,positive
कर्णालीमा मिस नेपाल अडिसन,neutral
"आसिफ र अनिलको अर्धशतकमा नेपालको सान्त्वना जित, मल्लको शानदार फिनिसिङ",positive
भीमनारायण गोल्ड कप आइतबारदेखि,neutral
अन्तिम खेलमा नेपाललाई जितको मौका,positive
वेस्ट इन्डिज ‘ए’ विरुद्धको खेलमा नेपालले पहिला बलिङ गर्ने,neutral
ट्वान्टी–२० शृङ्खला : नेपाल र वेस्ट इन्डिज ‘ए’ बीचको अन्तिम खेल आज,neutral
विश्वकप खेल्न जाने नेपाली टोलीको बिदाइ,positive
टेनिसले बदलेको सपना,positive
आईपीएल २०२४ : मुम्बईलाई हराएपछि कोलकाता प्ले–अफ नजिक,positive
इंग्लिस प्रिमियर लिग : एभरटनसँगको बराबरीमा लुटन टाउनलाई गाह्रो,negative
"कर्पोरेट सुपर सिक्सेस क्रिकेट हुँदै, ट्रफी र जर्सी सार्वजनिक",neutral
एआईपीएस एसिया कंग्रेस नेपालमा,neutral
चौथो मारवाडी क्रिकेट लिग हुने,neutral
नेसपा भट्टराई पक्षद्वारा माओवादीसँग एकता गर्न गठित संयोजन समिति भंग,negative
सत्ता गठबन्धनले सार्वजनिक गरेको न्यूनतम नीतिगत र साझा संकल्प यस्तो छ [पूर्णपाठ],neutral
सत्तारूढ गठबन्धनको न्यूनतम नीतिगत प्राथमिकता र साझा संकल्प सार्वजनिक,neutral
माओवादी पदाधिकारी बैठक : महरा आफैंले राजीनामा दिनुपर्ने नेताहरूको भनाइ,negative
"कांग्रेसलाई लामिछानेको प्रश्न : अनुसन्धान भइरहेकालाई नहटाउनेले नैतिकता, सुशासनका कुरा गर्ने ?",negative
रवि लामिछानेमाथि छानबिन गर्न संसदीय समिति नबने संसद्को आगामी बैठक चल्दैन : रामहरि खतिवडा,negative
गृहमन्त्री लामिछानेमाथि छानबिन गर्न संसदीय समिति सम्भव छैन : ओली,negative
पोखरा विमानस्थल बनाउन लिएको ऋणलाई अनुदानमा रूपान्तरण गर्न कूटनीतिक पहल भएको छ : प्रधानमन्त्री दाहाल,positive
"गृहमन्त्री लामिछानेबारे प्रधानमन्त्रीको जवाफमा कांग्रेसले बुझाएन चित्त, संसदीय छानबिन माग",negative
मन्त्री पुनद्वारा चिनियाँ राजदूतसँगको भेटमा ७ आयोजनामा जोड ,neutral
संघीयता कार्यान्वयन सरकारको उच्च प्राथमिकतामा छ : प्रधानमन्त्री ,positive
स्वास्थ्य बिमा कार्यक्रमलाई राष्ट्रिय गौरवको अभियान घोषणा गरिन्छ : प्रधानमन्त्री दाहाल,positive
उपेक्षित वर्गको अधिकार रक्षाका लागि सरकार प्रतिबद्ध छ : प्रधानमन्त्री,positive
जग्गाधनी प्रमाणपत्र वितरणका बाँकी काम छिट्टै सम्पन्न हुन्छ : प्रधानमन्त्री,positive
अनुसन्धानमा कैफियत देखिए लामिछानेलाई कारबाही गर्न कसैले रोक्न सक्दैन : प्रधानमन्त्री,positive
सुशासनका सवालमा म आफ्नो अरुको पार्टी भनेर आग्रह-पूर्वाग्रह राख्दिनँ : प्रधानमन्त्री दाहाल,positive
प्रधानमन्त्रीलाई कांग्रेसको प्रश्न : स्वार्थको द्वन्द्व हुनेगरी लामिछानेलाई गृहमन्त्री किन नियुक्त गर्नुभयो ?,negative
ओलीले भने : पुष्पकमल दाहाल नै पूरै कार्यकाल प्रधानमन्त्री हुन्छन् कि !,negative
पोखरा विमानस्थललाई चिनियाँ ऋणको पासो भनेर भ्रम फैलाइरहेका छन्',negative
"गृहमन्त्रीको बचाउमा ओली, भने - उजुरी दर्ताकै भरमा दोषी हुने भए मन्त्री र सांसद खाली हुन्छन्",negative
उपाध्यक्ष महरा पक्राउबारे माओवादीको पदाधिकारी बैठकमा छलफल,negative
"रुसमा थप १६ नेपालीको मृत्यु, युद्धमा ज्यान गुमाउने नेपालीको संख्या ३३ पुग्यो  ",negative
"त्रिविमा शिक्षाध्यक्ष र रजिष्ट्रार पदका लागि व्यक्तिगत विवरण माग, कम्तीमा प्राध्यापक हुनपर्ने",neutral
कथाकार प्रधानको निधन,negative
बिमस्टेकको बडापत्र प्रतिनिधिसभामा प्रस्तुत,neutral
सवारी सुरक्षा दिने ट्राफिक प्रहरी नै असुरक्षित,negative
निसीखोला बस दुर्घटना : मृतकको संख्या ९ पुग्यो [अपडेट],negative
अर्ध स्वचालित बन्दुकसहित सर्वोच्च अदालत छिर्दै थिए प्रसाईंका अंगरक्षक,negative
"मधेश सरकारमा एमाले, गण्डकीमा मनाङे ",neutral
सहकारी प्रकरणमा गृहमन्त्रीविरुद्ध कांग्रेस आक्रामक,negative
वाइल्ड स्वान'ले जित्यो निफको गौतम बुद्ध फिचर फिल्म अवार्ड,positive
युरोपस्तरीय नृत्य र गायन प्रतियोगिताका लागि फ्रान्सबाट चार नेपाली कलाकार छानिए,positive
चैत ७ देखि 'नेपाल–युरोपियन युनियन फिल्म फेस्टिभल २०२४',neutral
करफोकमा गुञ्जियो नेपथ्य ,positive
संघर्षपछिको खुसी नाटकमा,positive
जब किरा बनेर मान्छे पर्दाअघि निस्किए...,neutral
ओली–हमाल 'सिनेमा संवाद',neutral
बालसाहित्यकार शान्तदास मानन्धर' म्युजिक भिडियो सार्वजनिक,positive
कर्मा ब्यान्डको कहाँ होला घरबार...,neutral
अस्कर मञ्चमा अर्धनग्न जोन सिना,neutral
हमाल र ओलीबीच फिल्म संवाद हुने,neutral
"अस्कर-२०२४ मा 'ओपेनहाइमर' हाबी, जित्यो ७ अवार्ड",positive
क्रिकेटर नेरी थापाले लिइन् संन्यास ,neutral
नयाँ प्रतिद्वन्द्वी बहराइनसँग खेल्दै,neutral
किन आए आईसीसी प्रमुख बार्कली काठमाडौंमा ?,neutral
पुलिस र बूढानीलकण्ठ क्वाटरफाइनलमा,neutral
इंग्लिस प्रिमियर लिग : फरेस्टको चार अंक काटियो,negative
सैनामैना क्रिकेट क्लब ६ विकेटले विजयी,positive
इन्भेस्टमेन्ट मेगालाई इशान कप,neutral
कुँवरको नेतृत्वमा एडभेन्चर रनिङ महासंघ,neutral
रारा अल्ट्रा म्याराथन वैशाख १ मा,neutral
रैनादेवी छहरामा अध्यक्ष कप भलिबल सुरु ,neutral
इटहरी गोल्डकप : उद्घाटन खेलमा एपीएफ र सगरमाथा भिड्ने,neutral
घरमा खेल्नुको फाइदा कति ?,neutral
हेल्प नेपाललाई सफलता,neutral
ट्रायथलनको ‘फेमिलियराइजेसन’,positive
सन् १९९५ मा आजकै दिन : जोर्डनको संन्यास ,neutral
एसिया छनोट जित्दै पलेशा ओलम्पिकमा,positive
ला लिगा : दोस्रो स्थानमा बार्सिलोनाको पकड,neutral
लिभरपुललाई हराउँदै युनाइटेड एफए कपको सेमिफाइनलमा,positive
इलाम-२ मा सुहाङ नेम्वाङलाई उम्मेदवार बनाउने एमालेको निर्णय,neutral
नेपाल-स्पेन लगानी प्रवर्द्धनमा जोड,neutral
शान्ति स्थापनाको लागि राष्ट्रिय स्वामित्व र साझा दृष्टिकोण आवश्यक : राजदूत थापा  ,neutral
सुशासनको नयाँ अभियान सुरु भएको छ : गृहमन्त्री लामिछाने,positive
कुषाण वंशकालीन अवशेष भेटियो,positive
विश्व क्षयरोग दिवस : सामाजिक हेय भावले क्षयरोग निर्मूल हुन सकेन,negative
किराफट्याङ्ग्राका कारण पोखरा विमानस्थल २ घण्टाभन्दा बढी बन्द,negative
परम्परागत फागु सिकाउँदै पाल्पाको टोलटोलमा युवा जनप्रतिनिधि ,positive
पहाडी क्षेत्रमा हर्षोल्लासका साथ होली पर्व मनाइँदै,positive
संगठित हुँदै कन्टेन्ट क्रिएटर,neutral
सशस्त्र समूह हुँदै भूमिगत भएकाहरू पश्चातापमा,negative
जीबी राई जहाँ भए पनि समाएर ल्याउँछौं : गृहमन्त्री,neutral
तीन मुलुकमा म्यानपावरमार्फत कामदार पठाउने कार्यविधि ‘होल्ड’,negative
दुई चिकित्सकको मित्रताले खुलेको नयाँ आयाम,positive
बाफिया विधेयक संसद्‍मा : बैंकर र व्यवसायी छुट्याउन जटिल प्रावधान,negative
फिल्म समीक्षा : राजनीति र अतिरञ्जनाभित्र जेलिएको ‘महाजात्रा’,negative
सन् १९९८ मा आजकै दिन : टाइटानिकलाई ११ विधामा अस्कर ,positive
नेपाल-युरोपियन युनियन फिल्म फेस्टिभल २०२४' सुरु  ,neutral
चैत ९ मा ‘हाँसमाण्डु’ ,neutral
पेबल आर्टमा ‘क्रिएसन’,neutral
हाँस्दाहाँस्दै रुवाउने ‘महाजात्रा’,neutral
वाइल्ड स्वान'ले जित्यो निफको गौतम बुद्ध फिचर फिल्म अवार्ड,positive
युरोपस्तरीय नृत्य र गायन प्रतियोगिताका लागि फ्रान्सबाट चार नेपाली कलाकार छानिए,positive
चैत ७ देखि 'नेपाल–युरोपियन युनियन फिल्म फेस्टिभल २०२४',neutral
करफोकमा गुञ्जियो नेपथ्य ,positive
संघर्षपछिको खुसी नाटकमा,positive
यू-१९ राष्ट्रिय क्रिकेट : मदन भण्डारी स्पोर्ट्स एकेडेमी विजयी,positive
हैदराबादमाथि कोलकाताको रोमाञ्चक जित,positive
हेल्प नेपालले उपाधि रक्षा गर्दा एभरेस्ट पहिलोपल्ट च्याम्पियन,positive
इटहरी गोल्डकपमा सगरमाथाको सानदार सुरुवात,positive
इन्डो–नेपाल क्रिकेट : दुवै भारतीय टोली विजयी,neutral
उज्ज्वललाई भारतीय दूतावास गल्फ,neutral
वीरगन्ज युनाइटेडलाई उपाधि,positive
प्रदेशस्तरीय आइटीएफ तेक्वान्दोको उपाधि सुनसरीलाई,positive
खड्गप्रसाद मेमोरियल यू–१९ क्रिकेटमा बोस्टनको विजयी सुरुवात,positive
करनको अर्धशतकमा पञ्जावको जित,positive
प्रज्ञा स्मृति तेस्रो साइकल रेसको उपाधि सुरज र उषालाई ,positive
"देवदह क्रिकेट क्लबको सानदार जित, शंकरनगर ९ विकेटले पराजित",positive
हाफ म्याराथनमा दीपक र सन्तोषी पहिलो,positive
इटहरी गोल्डकपमा एपीएफ र सगरमाथा भिड्दै,neutral
विश्वकप तथा एसिया छनोट : तालमेल नै नमिलेको प्रदर्शन,negative
आईपीएलमा हेर्नलायक खेलाडी,neutral
प्रदीप र अभिलाषा च्याम्पियन,positive
कुम्मायक कुस्सायक गोल्डकप हुने,neutral
लखनउ र सुदूरपश्चिम विजयी,positive
आईपीएल-२०२४ : डिफेन्डिङ च्याम्पियन चेन्नईको विजयी सुरुआत,positive
गृहमन्त्रीले सहकारी ठगी गरेको विषय ढाकछोप गर्न प्रेस स्वतन्त्रतामाथि हमला गरियो',negative
अध्यक्ष सिरोहिया पक्राउबारे नेपाल बारले भन्यो- लोकतन्त्र माथिकै प्रहार,negative
"सरकार अधिनायकवाद उन्मुख रहेको कांग्रेसको निष्कर्ष, काठमाडौंमा विरोध प्रदर्शन गर्ने",negative
