Title,Sentiment
अमेरिकामा गुञ्जँदै '१९७४ एडी',positive
प्रज्ञा कुञ्जको नाट्य उत्सव सम्पन्न,positive
संसद् सुचारु गर्न कांग्रेस अहिलेको परिस्थितिबाट पछि हट्नुपर्छ : सचिव भट्टराई,negative
एमालेसँगको एकताबारे माधव नेपालले भने– ‘नजाने गाउँको बाटो किन सोध्नु ?’,neutral
"मुख्य मन्त्रालयको करिब टुंगो लाग्यो, जसपाबाहेक तीन दलले मन्त्रीको नाम दिए आजै शपथ",neutral
कांग्रेससँग सत्ता सहकार्य 'प्राकृतिक' नभएको माओवादी सांसदको गुनासो,negative
विश्वकप छनोट : उरुग्वेसँग हार्‍यो अर्जेन्टिना,neutral
प्रधानमन्त्री दाहाल विदेशीको दबाबमा सत्ता समीकरण परिवर्तन गर्दै हिँड्छन् : लिङदेन,negative
जसपा सांसद खानले लिइन् शपथ,neutral
आईपीएल २०२४ : मुम्बईलाई हराएर लखनउ तेस्रोमा,positive
मिल्स कप क्रिकेट : वाईआरसीसी फाइलनमा,neutral
बालगायक अशोक दर्जीको जीवनमा आधारित फिल्म बन्ने,positive
नेप्से परिसूचक र कारोबार रकम दुवै घट्यो,negative
मनिताले काजकिस्तानमा छनोट खेल्ने,positive
कर्णालीमा हक्की खेल मैदान शिलान्यास,positive
७ महिनामा लेक लागेर मुस्ताङमा ११ पर्यटकको मृत्यु ,negative
देशलाई पराधीन बनाउन एमाले र सेनामाथि प्रहार भइरहेको छ : महासचिव पोखरेल,negative
एसीसी प्रिमियर कप : टस हारेर ब्याटिङ गर्दै नेपाल,neutral
कुञ्जमा 'म्यारिज प्रपोजल',positive
प्रतिपक्षी दलद्वारा प्रतिनिधिसभा बैठक अवरुद्ध,negative
स्पेनी ला लिगा : शीर्षमा रियलको अग्रता १० अंक,positive
आजको मौसम : मुलुकका केही भागमा पानी पर्ने सम्भावना,neutral
संसद्‍मा बोल्न पाउँ भन्दै उपप्रधानमन्त्री लामिछानेले पठाए सभामुखलाई पत्र,neutral
"तपाईंहरु विश्राम लिइदिनुस्, यो व्यवस्थालाई कसैले केही गर्न सक्दैन : गगन थापा",neutral
नारायणगढ मै निस्कियो जोडी डल्फिन,positive
शिल्पीमा 'झोडा' ,neutral
हमाल र ओलीबीच फिल्म संवाद हुने,neutral
पलेशाले ओलम्पिक दीप प्रज्वलन गर्ने,positive
अचानक सत्ताबाट बाहिरिनुपर्दा कांग्रेस आक्रोशित र हतास',negative
युरोपेली च्याम्पियन्स लिग : एटलेटिको र डर्टमुन्ड अन्तिम आठमा,positive
सुन तस्करीमा तत्काल कारबाही गर्न प्रहरीलाई गृहमन्त्रीको निर्देशन,negative
प्रधानमन्त्रीको काम भ्रष्टाचारलाई प्रश्रय दिने हो भन्ने ओलीले पुष्टि गरे : दाहाल,negative
गैरजिम्मेवार गतिविधिका कारण सरकार असफल : कांग्रेस,negative
कथाले मागेका दर्शकले रुचाएका,positive
कर्णालीमा मिस नेपाल अडिसन,neutral
मयूर नाच जोगाउँदै युवा,positive
प्रतिपक्षी पाँच दलको १३ बुँदे ज्ञापनपत्र : पार्टी फुटाउने अध्यादेश ल्याए प्रतिरोध गर्ने,negative
निःसर्ग बाटिका उमेर समूह पौडी च्याम्पियन,positive
बन्द १८ विमानस्थलमा साहसिक खेलदेखि गाँजाको व्यावसायिक उत्पादन योजनासम्म,neutral
रुसियन दूतावास अगाडि प्रदर्शन गर्ने छ जना पक्राउ,negative
गृहमन्त्रीले असभ्य र हिंस्रक अभिव्यक्ति दिएको भन्दै प्रधानमन्त्रीको ध्यानाकर्षण गराउने कांग्रेसको निर्णय,negative
साउथ एसियन युनिभर्सिटीले तीन विषयको नयाँ कोर्स थप्यो ,positive
नेपाल एसिया कप छनोटको कठिन समूहमा,neutral
छठ पर्वले आपसी सद्भाव बढाउने राष्ट्रपति पौडेलको विश्वास,positive
पटना र कटिहार क्वाटरफाइनलमा,neutral
बुद्धिचालमा पुरुषोत्तम र कृतिसराको अग्रता,positive
कंगना रनौत हिमाचलको मण्डीबाट लोकसभा सदस्य निर्वाचित,neutral
आजको मौसम : देशका केही भागमा हल्कादेखि मध्यम वर्षाको सम्भावना,neutral
दरबन्दीका सहसचिव फिर्ता बोलाएर उपसचिवलाई कायममुकायम,neutral
खल्बलिँदै चरा संसार,negative
संसदीय समितिको निष्कर्ष- ‘संघीयता कार्यान्वयनमा संघीय सरकार जवाफदेही भएन’ ,negative
जितकुन्डोमा सन्जिव र उर्मिलालाई स्वर्ण,positive
सहकारी ठगीको समाचार लेखकै आधारमा गृहमन्त्रीले सिरोहियालाई पक्राउ गरे : ऋषि धमला,negative
सीटीईभीटीको डिप्लोमा इन्जिनियरिङ काउन्सिल आवश्यक : विज्ञ,neutral
अमेरिकी सहायक विदेशमन्त्री लु स्वदेश फर्किए,neutral
तीन सयलाई आउट गर्ने माही,positive
रिक्सन र सुस्मिता आईटीएफका वर्ष खेलाडी,positive
नेपालविरुद्ध वेस्ट इन्डिज ‘ए’ को मध्यम लक्ष्य,neutral
गोलबजारको पहिलो जित,positive
स्टार्क विश्वकपलाई तयार,positive
डोल्पामा १२० हिउँचितुवा ,negative
कमेडी शो ‘मिमिक्री किङ्स’ आउँदै,positive
भूकम्प प्रभावित क्षेत्रमा राष्ट्रपतिको भ्रमणबारे ओलीको टिप्पणी - 'उहाँ कांग्रेस छुट्यो भनेर जानुभएको हो',negative
कंगना : क्विन अफ कन्ट्रोभर्सी,neutral
रंगमञ्चमा ‘मनसरा’ निर्देशकको कविता,positive
"सुदूरपश्चिम, गण्डकी  र  कोशी प्रदेशका केही स्थानमा हुरीबतासको चेतावनी",negative
केयूमा डेटा साइन्समा स्नातक  ,positive
टेरामक्स प्रकरणमा पूर्वकानुन सचिव ज्ञवाली पनि तानिए,negative
मार्सल आर्ट्स गेम्स महासंघमा नयाँ नेतृत्व,neutral
कर्मा ब्यान्डको कहाँ होला घरबार...,neutral
रंगमञ्चमा ‘मनसरा’ निर्देशकको कविता,neutral
२५ सय वर्षदेखि म्याराथन दौडिरहेको विश्व,neutral
नेपाललाई १३४ मुलुकसँग व्यापार घाटा,negative
लन्डनमा नेपाली टोली पराजित,negative
शिक्षा शाखा प्रमुखसहित अन्य कर्मचारीलाई कारबाही सिफारिस,negative
एक्लो'मा जेमी बेकनसँगै प्रदीप खड्का,neutral
सांसद चौधरीमाथि अनुसन्धान भइरहेको पत्र संसद्मा,negative
हमाल र ओलीबीच फिल्म संवाद हुने,neutral
"नाम, आवाज र उपनाम जोगाउन ज्याकी अदालतमा",neutral
राष्ट्रपति पौडेलद्वारा जलेश्वरनाथको पूजा अर्चना,positive
प्रभात र मिस्टी उत्कृष्ट खेलाडी,positive
कान्तिपुर हाफ म्याराथन २०८१' मा सहभागी हुन  खेलाडी दर्ताको समय जेठ ३ सम्म थपियो,neutral
गाउँ आएको बाटो'मा दयाहाङको नयाँ 'लुक' ,positive
३४१ मेगावाटको बुढीगण्डकी बनाउँदै साहस,positive
गाउँ आएको बाटो'को ट्रेलर सार्वजनिक,positive
"एसिडपीडित सांसदले समेत पाइनन् क्षतिपूर्ति, उपचार खर्चले घर लिलामी",negative
इजरायलमा मारिएका र बन्दी बनाइएका नेपालीका परिवारलाई भत्ता,negative
युवराजको नयाँ गीत 'नझुक्काउ' ,neutral
आर्चर इंग्ल्यान्ड टोलीमा,neutral
सन् १९७७ मा आजकै दिन : शाकिराको जन्म,neutral
ओपनहाइमर'ले जित्ला ओस्कर ?,positive
लेयर्समा जमेका युवराज,neutral
५३ महिनामा नागढुंगा सुरुङ छिचोलियो,positive
"कपिलवस्तुबाट काठमाडौं आउँदै गरेको बस त्रिशूलीमा खस्यो : ४ को मृत्यु, ३७ जनाको उद्धार",negative
"पहाडी भेगमा आंशिक बदली, बाँकी भागमा  मौसम सफा रहने",neutral
सिटिजन्स टेनिस : अभिलाषा र सुनीरा फाइनलमा,positive
पार्टीहरूको बीचमा एकता र आपसी सहकार्यको आवश्यकता छ : अध्यक्ष नेपाल,neutral
पाकिस्तानले इरानबाट राजदूत फिर्ता बोलायो,negative
रिहानले २ दिनमै किन छाडिन् भारत ?,neutral
रवि लामिछानेमाथि छानबिन गर्न संसदीय समिति नबने संसद्को आगामी बैठक चल्दैन : रामहरि खतिवडा,negative
गठबन्धन फेरबदलले सर्‍यो अन्तर प्रदेश राष्ट्रिय खेलकुद,neutral
प्रशिक्षक पाइलटका आँखा ककपिटमै नहुँदा दुर्घटना : प्रतिवेदन,negative
कान्तिपुर हाफ म्याराथन आज,neutral
आर्थिक वर्षको ६ महिनामा सरकार ४८ अर्ब घाटामा,negative
"महाविर पुनले पुस्तक बेचेर तीन करोड संकलन गरे, सरकारले दिने भनेको पैसा दिएन : सांसद गिरी",negative
अनुमतिप्राप्त विद्यालयमा मात्र भर्ना हुन शिक्षा मन्त्रालयको आग्रह,positive
तंगलान' नेपालमा प्रदर्शन गरिने,neutral
सुदूरपश्चिम सरकार र महासंघबीच लगानी प्रवर्द्धन सहकार्य,positive
"एमाले नेता,कार्यकर्तालाई वामदेवको अनुरोध : 'मलाई छिटो एमालेमा ल्याउन ओलीलाई भन्नुहोस्'",neutral
नवीकरण भयो एनसेलको अनुमतिपत्र,positive
लुम्बिनीमा अन्तर्राष्ट्रिय म्याराथन सुरु,neutral
"इजरायलले प्यालेस्टिनीमाथि नरसंहार गरेको छ, सबैले आवाज उठाऔँ : अध्यक्ष दाहाल",negative
तौलले ठगिएकी कुस्तीबाज,negative
शिक्षक तथा कर्मचारी राजनीतिक दलको सदस्य हुन नपाउने कानुनी व्यवस्था पूर्ण कार्यान्वयन गरिने,positive
पोखरा स्पोर्ट्स अवार्ड : अर्जुन र सुस्मिता बने वर्ष खेलाडी,positive
"अस्ट्रेलियाको अध्यागमन नियम परिमार्जन, नेपाली विद्यार्थीसमेत प्रभावित हुने ",negative
चिनियाँ नयाँ वर्ष कसरी बन्यो विश्व पर्व?  ,neutral
एन्टोनको 'म्यारिज प्रपोजल' कुञ्जमा मञ्चन हुँदै ,positive
रित्तो गाउँ'मा विदेशिएका युवाको चित्रण,neutral
हमासले इजरायलबाट बन्धक बनाएका ६ जनाको शव भेटियो,negative
प्रधानमन्त्री दाहाल र कतारका अमिर नेतृत्वको द्विदेशीय प्रतिनिधिमण्डलबीच वार्ता,positive
"संसद्‍मा विरोध र विधेयक एकातिर, १० दिन संसद् बन्द गरी सभामुख स्वीट्जरल्यान्डतिर",negative
बालसाहित्यकार शान्तदास मानन्धर' म्युजिक भिडियो सार्वजनिक,positive
प्रिन्स र प्रफुलको उपाधि भिडन्त,neutral
"राजनीतिक सहमतिमै अध्यादेश ल्याइएको हो, कसैको विरोध छैन : अर्थमन्त्री पुन ",neutral
रुपन्देही सुपर क्रिकेट लिग सुरु,positive
४ जेट विमानसहित आए कतारी अमिर,neutral
माइकल चेकवको पद्दती सिकाउने कार्यशाला,positive
इजरायलबाट प्यालेस्टिनी नागरिकमाथि भएको क्रुर व्यवहार निन्दनीय र खेदजनक छ : अध्यक्ष नेपाल,negative
नारीका कथा उठाउने सुलक्षण,positive
पाँचथर गोल्डकपको फाइनल आज,neutral
कान्छीको अल्लारे जोवन'को रिमेक भर्सन,neutral
शिल्पीमा नयाँ नाटक - 'गंगालाल',neutral
एपीएफ स्कुल विजयी,positive
इलाम २ मा उम्मेदवारका एजेन्डा : संघीयता खारेजीदेखि बाँदर लखेट्नेसम्म,neutral
"गण्डकी र सुदूरपश्चिममा कांग्रेसको ‘क्रस फायर’, माओवादी मन्त्री बर्खास्त",negative
जेसिज कपमा सेमिफाइनल समीकरण पूरा,positive
आमी र कर्णालीबीच उपाधि भीडन्त,positive
तेस्रो पटक दुबईमा गुञ्जँदै 'मंगोलियन हार्ट',neutral
बढ्दैछ नेपाली फिल्म निर्माणको लहर,positive
जापानी विदेशमन्त्री योको नेपालमा,neutral
फेस्टिभल पुगेको फिल्म चल्दैन भन्ने भ्रम मात्र : दयाहाङ,negative
नेपालविरुद्ध वेस्ट इन्डिज ‘ए’ ले पहिले ब्याटिङ गर्दै,neutral
करातेमा जगतको समर्पण,positive
नेसपाद्वारा राजनीतिक संवाद समिति गठन,neutral
ट्वान्टी–२० शृङ्खला : नेपाल र वेस्ट इन्डिज ‘ए’ बीचको अन्तिम खेल आज,neutral
कार्यसम्पादनमा लुम्बिनी प्रदेश सबैभन्दा कमजोर,negative
लखनउ र सुदूरपश्चिम विजयी,positive
पीएसजीमा एमबाप्पेको सपना जिउँदै,positive
प्रदर्शनकारीमाथि बल प्रयोग भएको घटनाप्रति आयोगको ध्यानाकर्षण,negative
"कांग्रेसलाई लामिछानेको प्रश्न : अनुसन्धान भइरहेकालाई नहटाउनेले नैतिकता, सुशासनका कुरा गर्ने ?",negative
एसियाड पदकधारी र क्रिकेटरको पुरस्कार निकासा,positive
अन्तिम खेलमा नेपाललाई जितको मौका,positive
ठाउँठाउँको चेकिङले पर्यटक हैरान,negative
सबै दल मिलेर गणतन्त्रलाई संस्थागत गर्न आवश्यक : सहमहामन्त्री परियार,positive
आज बजारबाट ४० अर्ब रुपैयाँ झिक्दै राष्ट्र बैंक,neutral
ओपेनहाइमर' एक सानदार फिल्म बनेको छ : लेखक काई बर्ड,positive
गण्डकी प्रदेशसभा बैठक अनिश्चित,negative
कान्ति लोकपथ डेढ महिना बन्द हुने,neutral
न्याय खोज्दै मनसरा,negative
अन्तरकलेज क्रिकेट सुरु,neutral
मायाले सजाउँला' सार्वजनिक,positive
कान्स फिल्म फेस्टिभलमा सहभागी हुन मेयर शाह फ्रान्स प्रस्थान,positive
विपद् र संकटसँगै बढ्यो सुदूरपश्चिम र कर्णालीमा कुपोषण,negative
रिहानले २ दिनमै किन छाडिन् भारत ?,neutral
गायनमा ‘भर्सटायल’ अस्मिता,positive
आईपीएल २०२४ : पञ्जावलाई हराएपछि गुजरातको स्थितिमा सुधार,positive
नेसनल चेस च्याम्पियनसिप सुरु,neutral
निजगढ विमानस्थल बनाउन अझै अलमल ,negative
चैत ७ देखि 'नेपाल–युरोपियन युनियन फिल्म फेस्टिभल २०२४',neutral
विश्वकपअगाडि सबैलाई अवसर दिइयो :  कप्तान पौडेल,positive
प्रधानमन्त्री दाहालले बोलाए मन्त्रिपरिषद्को आकस्मिक बैठक,neutral
आर्सनलमाथि सिटीको चर्को दबाब,neutral
मनसरा'को ट्रेलर सार्वजनिक,positive
किरणको सारंगीको धुन...,positive
आज अन्तर्राष्ट्रिय सगरमाथा दिवस मनाइँदै,positive
नवितासामु ‘स्वप्निल’ अवसर,positive
कांग्रेसद्वारा बंगलादेशको अन्तरिम सरकारका नवनियुक्त प्रमुख मोहम्मद युनुसलाई बधाई,positive
फ्रेन्च लिगमा सावित्राको पहिलो गोल,positive
मौसममा सुधार आएपछि झन्डै एक सातापछि पोखरामा उडान नियमित,positive
अन्तरप्रदेशस्तरीय राष्ट्रिय खेलकुद प्रतियोगिताको मिति धकेलियो,negative
एन्टोनको 'म्यारिज प्रपोजल' कुञ्जमा मञ्चन हुँदै ,neutral
इलाम-२ मा ११ बजेपछि मतगणना हुने,neutral
मध्यपश्चिम विश्वविद्यालयको उपकुलपतिमा ३ जनाको नाम सिफारिस ,neutral
बैंकमा पैसा नघटेपछि राष्ट्र बैंकले ७० अर्ब झिक्दै,negative
कानुनका प्राध्यापक पदपूर्तिमा त्रिविको बदनियतपूर्ण विज्ञापन,negative
आजको मौसम : काठमाडौंमा मध्याह्नपछि पानी पर्ने सम्भावना,neutral
कौसीमा 'गिल्टी अर नट गिल्टी',neutral
जाजरकोट भूकम्प प्रभावितलाई एमालेले १ करोड रुपैयाँ बराबरको राहत दिने,positive
फेन्सिङ संघको महासचिवबाहेक सबै पदमा निर्विरोध,positive
गोदाममै थन्किए कैदीबन्दीले बुनेका मुढा,neutral
कुम्मायक कुस्सायक गोल्डकप हुने,neutral
माओवादी उपाध्यक्ष महरा हाजिरी जमानीमा छुटे,neutral
पदक विजेता भेट्रान धावकहरू सम्मानित,positive
तीन फिल्म हलमा,neutral
दाउन्नेमा अवरुद्ध सडक एकतर्फी सञ्चालन,neutral
बेसीसहर र लालीगुराँसको जित,positive
रुस-युक्रेन युद्ध : भारतले गर्ला त मध्यस्थता ? ,neutral
एक्लो'मा जेमी बेकनसँगै प्रदीप खड्का,neutral
समाजवादी मोर्चामा सहभागी हुन एमालेद्वारा अस्वीकार,negative
"नेप्से साढे २४ अंकले घट्यो, ३ अर्ब ७९ करोडको कारोबार",negative
गाउँ आएको बाटो'को ट्रेलर सार्वजनिक,neutral
लुम्बिनीलाई वीर गणेशमान क्रिकेट उपाधि,positive
एसीसी प्रिमियर कप कान्तिपुर टीभीमा,neutral
सुनीलको त्यो अन्तिम खेल,neutral
सरकारको नीति तथा कार्यक्रम : सवारी चाप धेरै भएको खण्डमा आधुनिक पूर्वाधार निर्माण गरिने ,positive
प्यालेस्टाइनमाथि इरानको सजिलो जित,positive
"कास्कीमा अनुसन्धान जारी, रूपन्देहीको अभियोजनपत्रमा नाम ",neutral
उपनिर्वाचनको परिणामसहितको प्रतिवेदन राष्ट्रपति पौडेलसमक्ष पेश,neutral
विश्वकप क्रिकेट २०२३ : बंगलादेश नेदरल्यान्ड्ससँग स्तब्ध,neutral
प्रधानमन्त्री ओलीले गराए सरकारका प्रवक्ता गुरुङलाई सचेत,neutral
हाँस्दाहाँस्दै रुवाउने ‘महाजात्रा’,neutral
न्याम्सअन्तर्गत शिक्षक दरबन्दी थप्ने निर्णय,neutral
‘नयाँ पुस्ता अनुकूल आर्थिक सुधारका लागि निजी क्षेत्रसँग सहकार्य’,positive
ढोरपाटन' - दुई सौताले बाँचिरहेको जीवन!,neutral
प्रधानमन्त्री कप पुरुष क्रिकेट : १ सय ३४ रनले सुदूरपश्चिम विजयी,positive
"सत्तामा बस्नेहरूले उत्तर दिने हो, प्रश्न गर्न मिल्दैन : प्रदीप पौडेल",negative
तटस्थ बसेर प्रधानमन्त्रीको उम्मेदवार नै ठिक छैन भनेको हुँ : सांसद सुवाल,neutral
बालगायक अशोक दर्जीको जीवनमा आधारित फिल्म बन्ने,positive
पैसा नपाएपछि सहकारीपीडित फेरि सडकमा,negative
करणले गाए रक्तदान जागरण गीत,neutral
मन्त्रिपरिषद् बैठक : फिनल्यान्डले दिने १३ मिलियन युरो अनुदान सहायता स्वीकार,positive
जुम्ला रारा अल्ट्रा म्याराथनको उपाधि धिरबहादुर र प्रियालाई ,positive
यू-१९ वुमेन्स साफ च्याम्पियनसिप : भारतसँग हारेपछि नेपालको चुनौती समाप्त,neutral
मान्छे सोझी सोझी छ' सार्वजनिक,positive
बर्दिबासलाई हराउँदै एपीएफ सेमिफाइनलमा ,positive
सभामुखसँगको छलफलमा कांग्रेसको अडान : 'सहकारी छानबिन समिति नबन्दासम्म नियमित कार्यसूचीमा प्रवेश गर्न सकिन्न',negative
शान्ति प्रक्रियालगायतका मुद्दामा साझा धारणा बनाउन दाहाल-ओली भेटवार्ता,positive
भ्रष्टाचार अभियोगमा मुद्दा दायर,negative
आईपीएलमा हेर्नलायक खेलाडी,neutral
लुम्बिनी अन्तर्राष्ट्रिय हाफ म्याराथनको उपाधि श्रेष्ठलाई,positive
चरित्र-चित्रणमा नाजिरको नजिर,neutral
कोलकाता नाइट राइडर्स दोस्रो स्थानमा अझ बलियो,positive
कक्षा १२ मा १ लाख ८७ हजार विद्यार्थी 'नन्‌ग्रेडेड',negative
हाफ म्याराथनमा दीपक र सन्तोषी पहिलो,positive
दक्षिण कोरिया भ्रमणको तयारीमा प्रधानमन्त्री दाहाल,neutral
मान्छे सोझी सोझी छ' सार्वजनिक,positive
टी-१० क्रिकेट प्रतियोगिता : क्यान अनुबन्धित सबै खेलाडी र अम्पायर फिर्ता,negative
साकेला गाउँपालिकाका सामुदायिक विद्यालयलाई स्मार्ट टीभी,positive
यशको उत्कृष्ट बलिङमा लखनऊ विजयी,positive
ऐना झ्यालको पुतलीदेखि रेस्टुरेन्टसम्म,neutral
आईपीएल २०२४ : शीर्षमा राजस्थान अझ मजबुत,positive
फितलो ब्याटिङमा आइरिस हाबी,negative
"श्रमिकका समस्या, गुनासो र जिज्ञासा समाधानका लागि 'श्रमाधान सेवा' सुरु ",positive
"जनकपुरको लगातार चौथो जित, चितवन तेस्रो स्थानमा",positive
चौथो मेयर कप वडा नं ९ लाई,neutral
पालो अब चेस एकेडेमीको,positive
कान्तिपुरका अध्यक्ष कैलाश सिरोहियाविरुद्ध पक्राउ पुर्जी जारी,negative
नेपालमा लगानी गर्न अन्तर्राष्ट्रिय उद्योगी–व्यापारीलाई अर्थमन्त्रीको आग्रह,positive
सन् १९७० मा आजकै दिन : जोन वेनलाई ओस्कार,positive
उत्पादन वृद्धि गर्ने बजेट ल्याउन माओवादीका विभाग प्रमुखले अर्थमन्त्रीलाई दिए सुझाव,neutral
क्षितिज र सीमा च्याम्पियन,positive
अर्ना जेसीज कप : बागलुङ सुधार केन्द्र फाइनलमा,positive
माओवादीले पेरिसडाँडामा किन्यो ५ करोड ७७ लाखमा जग्गा,negative
उपनिर्वाचनमा सहभागी हुन आयोगको अपिल ,neutral
"प्रधानमन्त्रीलाई विश्वास मत दिन्छौं, कसैले शंका नगरे हुन्छ : अध्यक्ष नेपाल",neutral
सरकार र दुग्ध सहकारी संघबीच पाँच बुँदे सहमति,positive
बुटवल लुम्बिनी एफसी १ गोलले विजयी,positive
सिरी ए : इन्टरको अग्रता १८ अंकमा,neutral
मनसरा'को ट्रेलर सार्वजनिक,neutral
ला लिगा : रियल उपाधितर्फ उन्मुख,positive
नेपाली कथा'मा वैदेशिक रोजगारीले दिएको पीडा,negative
विराटनगरलाई हराउँदै कन्काई सेमिफाइनलमा ,positive
काठमाडौँ उपत्यकासहित पहाडी भू-भागमा सामान्य वर्षा,neutral
चैतदेखि कौशीमा 'उबुर उबुर टिक्की',neutral
रित्तो गाउँ'मा विदेशिएका युवाको चित्रण,neutral
राष्ट्रिय सभा अध्यक्षमा दाहाल र शर्माले गरे मनाेनयन दर्ता,neutral
"दुईवटा नागरिकता भएका गृहमन्त्री र संसद् महासचिव छन्, सहयोग गर्छु भन्नेलाई गिरफ्तार गरियो'",negative
कांग्रेस सांसद गुरुङको निलम्बन फुकुवा,positive
लैजा परान' सार्वजनिक,neutral
निसीखोला बस दुर्घटना : मृतकको संख्या ९ पुग्यो [अपडेट],negative
जटिल सम्बन्धको कथा - 'लक्जम्वर्ग लक्जम्वर्ग',neutral
"नेपाल र कतारबीच २ सम्झौता, ६ समझदारी",positive
जनताको सुविधाका लागि सडकसञ्जालको विकास अपरिहार्य : अध्यक्ष ओली,positive
सार्वजनिक जग्गाको व्यवस्थापन र विकास निर्माणमा सहकार्य सुनिश्चित गर्न सार्वजनिक महत्वको प्रस्ताव दर्ता,positive
तेस्रो मिल्स टी–२० क्रिकेटको उपाधि वाईआरसीसीले जित्यो ,positive
फेवाताल संरक्षणमा गस्ती टोली परिचालन गर्न उच्च अदालतको परमादेश,negative
जीतपुरसिमरा गोल्डकप : मच्छिन्द्र सेमिफाइनलमा,positive
चोला फेरिएको कान्दा,neutral
अमेरिकामा गुञ्जँदै '१९७४ एडी',positive
"कक्षा १२ को परीक्षा भोलिदेखि, ४ लाख ९१ हजार परीक्षार्थी",neutral
एमाले-माओवादी विवाद : संसदीय समितिमै अड्कियो संवैधानिक परिषद् विधेयक,negative
बुन्डेसलिगा : बायरलेभरकुजनको १० अंकको अग्रता कायम,neutral
हटडक्समा 'देवी'को वर्ल्ड प्रिमियर,positive
सन्देशमूलक ‘स्वीकार’,positive
"मृत्युको खबर आउँछ, शव आउँदैन",negative
रंगेली' निर्देशक अर्जुन-'सेन्सरमा फिल्म हेर्दा हल्ला मात्रै !,neutral
किरणको सारंगीको धुन...,neutral
पोखरामा कृष्ण थापामगरको एकल साँझ,positive
एन्टोनको 'म्यारिज प्रपोजल' कुञ्जमा मञ्चन हुँदै ,neutral
विश्वकपले अमेरिकी क्रिकेट फेरिने विश्वास,positive
सरकारको नीति तथा कार्यक्रम : आगामी आर्थिक वर्ष कन्ट्री रेटिङ गरिने,positive
सन् १९७४ मा आजकै दिन : निक्सनको राजीनामा,neutral
द रेड सुटकेस'को ओटीटी अधिकार एचबीओलाई,positive
धाविका सन्तोषी बूढानीलकण्ठकी ब्रान्ड एम्बासडर,positive
कान्सको रेड कार्पेटमा मेयर बालेन,positive
राइनो कप : रुपन्देहीविरुद्ध नमूना क्लबलाई जित,positive
मन्त्री थप्ने तयारीमा प्रधानमन्त्री,neutral
वुमेन्स साफ च्याम्पियनसिप २०२४ : नेपाल सजिलो समूहमा,positive
घुर्केसमा गुरुङ सामुदायिक होमस्टे,neutral
बर्लिनमा 'द सङ अफ लभ एन्ड हेट'को प्रिमियर,positive
संगठनलाई कमजोर बनाएर पार्टी मजबुत हुन सक्दैन : नेता साउद,negative
आईपीएल २०२४ : राजस्थानलाई हराएर हैदरावाद फाइनलमा,positive
"सहकारी रकम अपचलनबारे राप्रपाको प्रश्न : सांसद बस्नेतविरुद्ध पक्राउ पुर्जी, गृहमन्त्री पदमै बस्ने ?",negative
आजको मौसम : हिमाली तथा उच्च पहाडी क्षेत्रमा हिमपातको सम्भावना,neutral
बेलायती राजा चार्ल्सलाई क्यान्सर,negative
नेपाली खेलाडीको बलियो चुनौती,positive
निर्वाचन विधेयक तत्काल संसद्‌मा पेश हुन्छ : उपप्रधानमन्त्री लामिछाने,neutral
राजा ज्ञानेन्द्रको ‍पुनरावृत्ति देखियो : पूर्वराजदूत लम्साल,negative
प्रधानमन्त्रीलाई विश्वासको मत दिने एकीकृत समाजवादीको निर्णय,neutral
झापालाई रोक्दै चर्च ब्वाइजको फाइनल यात्रा,positive
मातृभाषाको शिक्षक दरबन्दी राख्न माग,positive
कार्कीको ‘आयो दसैँ–तिहार’ गीत सार्वजनिक,neutral
कान्समा कपाडियालाई ‘ग्रान्ड प्रिक्स’,positive
इंग्लिस प्रिमियर लिग : युनाइटेडलाई हराएर उपाधि होडमा आर्सनल ,positive
फिल्म निर्माणसम्बन्धी राष्ट्रिय सम्मेलन,positive
रंगेली' निर्देशक अर्जुन-'सेन्सरमा फिल्म हेर्दा हल्ला मात्रै !,neutral
संसद्को गतिरोध खोल्न प्रधानमन्त्रीको मध्यमार्गी प्रस्ताव,neutral
चार्ल्सको शतक,positive
फुटबल खेलमा भागदौड हुँदा कम्तीमा ५६ को मृत्यु,negative
"कोशी, मधेस वाग्मती, गण्डकी र लुम्बिनी प्रदेशमा वर्षा हुने",neutral
फ्रेन्च ओपन : नाडाल पहिलो चरणमै पराजित,negative
"दिगो रोजगारी दिने कार्यक्रम आएन, श्रम क्षेत्रमा पुरानैलाई निरन्तरता",negative
मुम्बईको पहिलो जित,positive
भारतको सर्वोच्च अदालतमा 'लापता लेडिज' प्रदर्शन गरिने,neutral
"नारायणगढ–मुग्लिन सडकमा एक्स्काभेटरमाथि ढुंगा खस्यो, अपरेटरको उद्धार जारी",neutral
मनसरा'को ट्रेलर सार्वजनिक,neutral
एस कप बास्केटबल बुधबारदेखि,positive
सफा हिमाल अभियान–२०२४ टोली स्याङ्बोचेमा,positive
कांग्रेसको अवरोधपछि जेठ ६ गतेसम्मका लागि राष्ट्रिय सभाको बैठक स्थगित,negative
बेलायतमा 'ए' स्टार नेपलिज बास्केटबल लिग आइतबारदेखि,positive
